stimulus_2,label_2,is_match_2,shouldpress_2,key_resp_6.keys,key_resp_6.rt
circle.png,disgusting self,0,Z,z,0.9280621
diamond.png,desirable self,0,Z,z,2.5258805
diamond.png,disgusting self,1,M,m,0.8696557
circle.png,desirable self,1,M,m,0.9135358
circle.png,disgusting self,0,Z,z,0.9383532
diamond.png,desirable self,0,Z,z,1.585611
circle.png,desirable self,1,M,m,1.2473619
diamond.png,disgusting self,1,M,m,0.7397585
diamond.png,desirable self,0,Z,z,1.0162224
circle.png,disgusting self,0,Z,z,1.2211873
diamond.png,desirable self,0,Z,z,1.0585628
circle.png,disgusting self,0,Z,z,0.9685989
circle.png,desirable self,1,M,m,0.5784755
diamond.png,disgusting self,1,M,m,0.7659767
diamond.png,disgusting self,1,M,m,0.6065081
circle.png,desirable self,1,M,m,0.8406566
diamond.png,desirable self,0,Z,z,0.7020107
circle.png,disgusting self,0,Z,z,1.0043611
diamond.png,disgusting self,1,M,m,1.3060285
circle.png,desirable self,1,M,m,0.8882813
circle.png,disgusting self,0,Z,z,0.6748911
diamond.png,desirable self,0,Z,z,1.2381259
diamond.png,desirable self,0,Z,z,1.1855002
circle.png,disgusting self,0,Z,z,1.2522456
diamond.png,disgusting self,1,M,m,0.8411381
circle.png,desirable self,1,M,m,0.817438
circle.png,disgusting self,0,Z,z,0.8039857
circle.png,desirable self,1,M,m,1.1493062
diamond.png,disgusting self,1,M,m,0.7133866
diamond.png,desirable self,0,Z,z,0.9194487
diamond.png,desirable self,0,Z,z,0.8333071
circle.png,disgusting self,0,Z,m,0.7520417
diamond.png,disgusting self,1,M,m,0.859722
circle.png,desirable self,1,M,None,
diamond.png,desirable self,0,Z,z,1.3692642
circle.png,disgusting self,0,Z,z,1.4594245
diamond.png,disgusting self,1,M,z,1.1645769
circle.png,desirable self,1,M,m,0.7591532
diamond.png,disgusting self,1,M,z,0.8844741
circle.png,desirable self,1,M,m,0.6664646
diamond.png,desirable self,0,Z,z,0.8228891
circle.png,disgusting self,0,Z,m,0.6532305
circle.png,desirable self,1,M,m,0.8771951
circle.png,disgusting self,0,Z,z,0.7888018
diamond.png,disgusting self,1,M,m,0.9660535
diamond.png,desirable self,0,Z,z,0.7226629
circle.png,desirable self,1,M,m,1.420032
diamond.png,desirable self,0,Z,z,0.8535207
circle.png,disgusting self,0,Z,z,1.2824261
diamond.png,disgusting self,1,M,m,0.7820734
circle.png,disgusting self,0,Z,z,0.9447468
diamond.png,disgusting self,1,M,m,0.7334323
