stimulus_b,label_b,is_match_b,shouldpress_b,stimulus_2b,label_2b,is_match_2b,shouldpress_2b,p_trials.thisRepN,p_trials.thisTrialN,p_trials.thisN,p_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,p_trials_2.thisRepN,p_trials_2.thisTrialN,p_trials_2.thisN,p_trials_2.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Intruduction.started,text_3.started,key_resp_2.started,Intruduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,self_other_instructions.started,text_4.started,key_resp_3.started,self_other_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,self_other_info.started,square_image.started,triangle_image.started,self_label.started,other_label.started,key_resp_4.started,text_5.started,self_other_info.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,self_other_starting_2.started,text_6.started,key_resp_5.started,self_other_starting_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,b1.started,p_fication.started,p_fixation_3.started,p_text.started,key_resp_p.started,p_image.started,p_fication.stopped,p_fixation_3.stopped,p_text.stopped,p_image.stopped,key_resp_p.stopped,b1.stopped,key_resp_p.keys,b_feedback.started,text_15.started,b_feedback.stopped,text_15.stopped,key_resp_p.rt,key_resp_p.duration,start2.started,start_2.started,key_resp_11.started,start2.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,break_3.started,text_13.started,text_14.started,key_resp_10.started,text_13.stopped,break_3.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,self_instructions_2.started,text_10.started,key_resp_7.started,self_instructions_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,self_intro_2.started,circle_image.started,diamond_image.started,Disgusting_self_lable.started,Desirable_self_lable.started,key_resp_8.started,text_11.started,self_intro_2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,self_starting_3.started,text_12.started,key_resp_9.started,self_starting_3.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,practice2.started,p_fixation_2.started,p_fixation_4.started,p_text_8.started,key_resp_6_p.started,p_image_2.started,p_fixation_2.stopped,p_fixation_4.stopped,p_text_8.stopped,p_image_2.stopped,practice2.stopped,key_resp_6_p.keys,key_resp_6_p.rt,key_resp_6_p.duration,feedback_2_p.started,text_16.started,text_16.stopped,feedback_2_p.stopped,key_resp_6_p.stopped,trial_2.started,fixation_2.started,fixation_4.started,text_8.started,key_resp_6.started,image_2.started,fixation_2.stopped,fixation_4.stopped,text_8.stopped,image_2.stopped,key_resp_6.stopped,trial_2.stopped,key_resp_6.keys,feedback_2.started,text_9.started,text_9.stopped,feedback_2.stopped,key_resp_6.rt,key_resp_6.duration,Thank_you.started,text_7.started,text_7.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
triangle.png,stranger,1,M,,,,,,,,,28,1,113,1,,,,,,,,,400.1711514999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.1552386999974,400.1711514999988,400.67131340000196,400.67131340000196,400.67131340000196,400.67131340000196,400.67131340000196,400.9712354000003,400.9712354000003,400.9712354000003,401.771682700004,401.75553950000176,None,401.7557347999973,401.771682700004,402.7559216000009,402.77221300000383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,you,1,M,,,,,,,,,28,2,114,0,,,,,,,,,402.77221300000383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.7562803999972,402.77221300000383,403.2561694000033,403.2561694000033,403.2561694000033,403.2561694000033,403.27249409999786,403.5562032000016,403.5562032000016,403.5562032000016,,403.9735426999978,m,403.9739649999974,403.9898555000036,404.973814099998,404.99018629999773,0.7161000999985845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,stranger,0,Z,,,,,,,,,28,3,115,2,,,,,,,,,404.99018629999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9741628999982,404.99018629999773,405.4740959999981,405.4740959999981,405.4740959999981,405.4740959999981,405.49045209999895,405.7740582999977,405.7740582999977,405.7740582999977,,406.2246836999984,z,406.225110600004,406.24074760000076,407.2250150999971,407.2412836000003,0.7458788000003551,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,stranger,1,M,,,,,,,,,29,0,116,1,,,,,,,,,407.2412836000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.2253667999976,407.2412836000003,407.72517620000144,407.72517620000144,407.72517620000144,407.72517620000144,407.7416433000035,408.02499640000315,408.02499640000315,408.02499640000315,,408.7928702999998,m,408.793293499999,408.808927500002,409.79294780000055,409.80928819999826,1.0535057000015513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,you,0,Z,,,,,,,,,29,1,117,3,,,,,,,,,409.80928819999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.7932992999995,409.80928819999826,410.2929340999981,410.2929340999981,410.2929340999981,410.2929340999981,410.30947059999744,410.5929260999983,410.5929260999983,410.5929260999983,,410.977083400001,z,410.9775202000019,410.9930839000008,411.97778370000015,411.99394530000427,0.6747147999994922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,you,1,M,,,,,,,,,29,2,118,0,,,,,,,,,411.99394530000427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.97813229999883,411.99394530000427,412.4773733000038,412.4773733000038,412.4773733000038,412.4773733000038,412.4942152000003,412.77753680000023,412.77753680000023,412.77753680000023,,413.1616501000026,m,413.1620722000007,413.1777110999974,414.1617655000009,414.1780951999972,0.6784311000010348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,stranger,0,Z,,,,,,,,,29,3,119,2,,,,,,,,,414.1780951999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.1621183000025,414.1780951999972,414.66193100000237,414.66193100000237,414.66193100000237,414.66193100000237,414.67830120000144,414.96211430000403,414.96211430000403,414.96211430000403,,415.4961889000042,z,415.49662140000146,415.51200919999974,416.4964684000006,416.5126897000009,0.8260250999956043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,you,1,M,,,,,,,,,30,0,120,0,,,,,,,,,416.5126897000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.4968263999981,416.5126897000009,416.9966196000023,416.9966196000023,416.9966196000023,416.9966196000023,417.01322470000014,417.29641699999775,417.29641699999775,417.29641699999775,,417.8807242000039,m,417.8811466000043,417.8968479000032,418.8811048999996,418.8973976999987,0.8793214999968768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,stranger,0,Z,,,,,,,,,30,1,121,2,,,,,,,,,418.8973976999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.88146119999874,418.8973976999987,419.3809595999992,419.3809595999992,419.3809595999992,419.3809595999992,419.39758570000413,419.6810315000039,419.6810315000039,419.6810315000039,,420.16521759999887,z,420.16564839999774,420.1811785000027,421.16547379999975,421.1817052999977,0.7710131999992882,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,stranger,1,M,,,,,,,,,30,2,122,1,,,,,,,,,421.1817052999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.1658291999993,421.1817052999977,421.6656761999984,421.6656761999984,421.6656761999984,421.6656761999984,421.6820466999998,421.965495299999,421.965495299999,421.965495299999,,422.6000034000026,m,422.60042239999893,422.61595079999825,423.60019170000305,423.616216800001,0.9210678000017651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,you,0,Z,,,,,,,,,30,3,123,3,,,,,,,,,423.616216800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.6005417999986,423.616216800001,424.1001658000023,424.1001658000023,424.1001658000023,424.1001658000023,424.11665390000417,424.3998522000038,424.3998522000038,424.3998522000038,,424.8845177999974,z,424.88493759999983,424.9003784000015,425.8845868999997,425.9009320999976,0.7683179999949061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,stranger,1,M,,,,,,,,,31,0,124,1,,,,,,,,,425.9009320999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.88495250000415,425.9009320999976,426.3844994000028,426.3844994000028,426.3844994000028,426.3844994000028,426.4012650000004,426.6844693000021,426.6844693000021,426.6844693000021,,427.3356719000003,m,427.3361001000012,427.3515738999995,428.33584749999864,428.35190819999843,0.9396359000020311,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,stranger,0,Z,,,,,,,,,31,1,125,2,,,,,,,,,428.35190819999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.33620189999783,428.35190819999843,428.83566769999743,428.83566769999743,428.83566769999743,428.83566769999743,428.85232499999984,429.1356847999996,429.1356847999996,429.1356847999996,,429.62002740000025,z,429.62045480000234,429.6359835999974,430.6202485000031,430.6366016000029,0.7802167999980156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,you,0,Z,,,,,,,,,31,2,126,3,,,,,,,,,430.6366016000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.62060380000185,430.6366016000029,431.12037209999835,431.12037209999835,431.12037209999835,431.12037209999835,431.13699579999957,431.4200839000041,431.4200839000041,431.4200839000041,,432.1548647000018,z,432.1552984000009,432.170557999998,433.1554823999977,433.17105979999906,1.0190368999974453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,you,1,M,,,,,,,,,31,3,127,0,,,,,,,,,433.17105979999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.1558817000041,433.17105979999906,433.65500690000044,433.65500690000044,433.65500690000044,433.65500690000044,433.67146910000156,433.95472339999833,433.95472339999833,433.95472339999833,,434.3390674999973,m,434.33949310000025,434.35502650000126,435.3394322000022,435.3557217999987,0.6810451999990619,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,stranger,1,M,,,,,,,,,32,0,128,1,,,,,,,,,435.3557217999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.33979730000283,435.3557217999987,435.8393056999994,435.8393056999994,435.8393056999994,435.8393056999994,435.856211600003,436.13920979999966,436.13920979999966,436.13920979999966,436.9398663000029,436.92335699999967,None,436.9235525999975,436.9398663000029,437.92411630000424,437.9401794000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,stranger,0,Z,,,,,,,,,32,1,129,2,,,,,,,,,437.9401794000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.9244775999978,437.9401794000005,438.44079449999845,438.44079449999845,438.44079449999845,438.44079449999845,438.44079449999845,438.74086080000416,438.74086080000416,438.74086080000416,,439.1082144000029,z,439.1086384000009,439.12427390000084,440.1085000000021,440.1246919000041,0.6658586999983527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,you,1,M,,,,,,,,,32,2,130,0,,,,,,,,,440.1246919000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.10885589999816,440.1246919000041,440.60830279999936,440.60830279999936,440.60830279999936,440.60830279999936,440.62503670000297,440.90826960000413,440.90826960000413,440.90826960000413,,441.409352900002,m,441.40986469999916,441.425413500001,442.4095914999998,442.4257474000042,0.7918927999999141,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,you,0,Z,,,,,,,,,32,3,131,3,,,,,,,,,442.4257474000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.4099497999996,442.4257474000042,442.9096723000039,442.9096723000039,442.9096723000039,442.9096723000039,442.9259949999978,443.2095161000034,443.2095161000034,443.2095161000034,444.00991230000363,443.99367840000195,None,443.99386770000274,444.00991230000363,444.9944144999972,445.0107113999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,you,0,Z,,,,,,,,,33,0,132,3,,,,,,,,,445.0107113999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.99477070000285,445.0107113999984,445.51111700000183,445.51111700000183,445.51111700000183,445.51111700000183,445.51111700000183,445.81093410000176,445.81093410000176,445.81093410000176,,446.49560439999914,z,446.4960226999974,446.5113601999983,447.4956672999979,447.5117753000013,0.9685236000004807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,stranger,1,M,,,,,,,,,33,1,133,1,,,,,,,,,447.5117753000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.496017999998,447.5117753000013,447.99570730000414,447.99570730000414,447.99570730000414,447.99570730000414,448.01232990000426,448.29564550000214,448.29564550000214,448.29564550000214,,448.77985120000085,m,448.78028500000073,448.7959561000025,449.78015420000156,449.7962966999985,0.783273699998972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,you,1,M,,,,,,,,,33,2,134,0,,,,,,,,,449.7962966999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.7805098000026,449.7962966999985,450.2800067999997,450.2800067999997,450.2800067999997,450.2800067999997,450.29666140000336,450.57996509999793,450.57996509999793,450.57996509999793,,451.01458499999717,m,451.01500659999874,451.0304802000028,452.01457220000157,452.03071620000264,0.7242217000020901,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,stranger,0,Z,,,,,,,,,33,3,135,2,,,,,,,,,452.03071620000264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.01493409999966,452.03071620000264,452.5147283000042,452.5147283000042,452.5147283000042,452.5147283000042,452.5311959000028,452.81449160000193,452.81449160000193,452.81449160000193,,453.14901510000345,z,453.1494487000018,453.1645656999972,454.14920079999865,454.1651531000025,0.6327644999983022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,you,0,Z,,,,,,,,,34,0,136,3,,,,,,,,,454.1651531000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.1495528000014,454.1651531000025,454.6490119000009,454.6490119000009,454.6490119000009,454.6490119000009,454.6656277000002,454.94889590000093,454.94889590000093,454.94889590000093,,455.5332294000036,m,455.5336602000025,455.5491757999989,456.5334866999983,456.54996720000054,0.8699985000057495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,you,1,M,,,,,,,,,34,1,137,0,,,,,,,,,456.54996720000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.5338327999998,456.54996720000054,457.03377829999954,457.03377829999954,457.03377829999954,457.03377829999954,457.05017529999895,457.333541400003,457.333541400003,457.333541400003,,457.66771639999934,m,457.6681555000032,457.6836006000012,458.6678514000014,458.6842609000014,0.6183077999958186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,stranger,1,M,,,,,,,,,34,2,138,1,,,,,,,,,458.6842609000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.6682084999993,458.6842609000014,459.1678480999981,459.1678480999981,459.1678480999981,459.1678480999981,459.18460760000016,459.4677997000035,459.4677997000035,459.4677997000035,,460.0857488000038,m,460.0861873000031,460.1017043000029,461.08578750000015,461.10214709999855,0.9119711000021198,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,stranger,0,Z,,,,,,,,,34,3,139,2,,,,,,,,,461.10214709999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.08614630000375,461.10214709999855,461.586043299998,461.586043299998,461.586043299998,461.586043299998,461.6025931999975,461.88590410000324,461.88590410000324,461.88590410000324,,462.30334030000085,z,462.30378460000065,462.3194962999987,463.3037961000009,463.3198909999992,0.7095138000004226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,stranger,1,M,,,,,,,,,35,0,140,1,,,,,,,,,463.3198909999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.3041482999979,463.3198909999992,463.8038796999972,463.8038796999972,463.8038796999972,463.8038796999972,463.82027209999796,464.1036740999989,464.1036740999989,464.1036740999989,,464.7883187000043,m,464.7887383999987,464.804189399998,465.7884078999996,465.80461739999737,0.9720783999946434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,you,1,M,,,,,,,,,35,1,141,0,,,,,,,,,465.80461739999737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.7887570000021,465.80461739999737,466.2881011999998,466.2881011999998,466.2881011999998,466.2881011999998,466.30488609999884,466.5881644999972,466.5881644999972,466.5881644999972,,467.2558523999978,m,467.25628020000295,467.2719982999988,468.25618840000243,468.27241140000115,0.9636854999989737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,stranger,0,Z,,,,,,,,,35,2,142,2,,,,,,,,,468.27241140000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.25654439999926,468.27241140000115,468.75627689999965,468.75627689999965,468.75627689999965,468.75627689999965,468.77265980000084,469.0562233000019,469.0562233000019,469.0562233000019,,469.6071161,z,469.6075415000014,469.6232259000026,470.60753909999767,470.62370580000425,0.8350873999952455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,you,0,Z,,,,,,,,,35,3,143,3,,,,,,,,,470.62370580000425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.6079030000037,470.62370580000425,471.1075248999987,471.1075248999987,471.1075248999987,471.1075248999987,471.12404909999896,471.40745980000065,471.40745980000065,471.40745980000065,,472.17502329999843,z,472.1754535,472.1910762999978,473.1754168000043,473.1914881999983,1.0566372000030242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,you,1,M,,,,,,,,,36,0,144,0,,,,,,,,,473.1914881999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.17576689999987,473.1914881999983,473.6754351999989,473.6754351999989,473.6754351999989,473.6754351999989,473.691891100003,473.9752711999972,473.9752711999972,473.9752711999972,,474.5428783000025,m,474.54330990000017,474.5589545999974,475.5433781000029,475.5597198000032,0.8517385000013746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,you,0,Z,,,,,,,,,36,1,145,3,,,,,,,,,475.5597198000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.5437724000003,475.5597198000032,476.0433161000037,476.0433161000037,476.0433161000037,476.0433161000037,476.05990340000426,476.34320450000087,476.34320450000087,476.34320450000087,,476.84420749999845,z,476.8446380000023,476.86016660000314,477.84451519999857,477.86082010000246,0.7886285000058706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
triangle.png,stranger,1,M,,,,,,,,,36,2,146,1,,,,,,,,,477.86082010000246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.8448619999981,477.86082010000246,478.34442500000296,478.34442500000296,478.34442500000296,478.34442500000296,478.36107710000215,478.6444283000019,478.6444283000019,478.6444283000019,,479.2454456999985,m,479.2458759000001,479.2614115000033,480.2455779000011,480.26189780000277,0.8990801000036299,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
square.png,stranger,0,Z,,,,,,,,,36,3,147,2,,,,,,,,,480.26189780000277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.2459353000013,480.26189780000277,480.7456650000022,480.7456650000022,480.7456650000022,480.7456650000022,480.76223759999993,481.0456008999972,481.0456008999972,481.0456008999972,,481.5298471999995,z,481.5302664999981,481.5457821000018,482.5301666000014,482.54624460000196,0.7744233000048553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_13,001,2024-11-30_11h44.07.012,untitled,2024.1.5,None,2024-11-30 11h44.21.858727 +0530,
