stimulus,label,is_match,shouldpress,stimulus_2,label_2,is_match_2,shouldpress_2,p_trials.thisRepN,p_trials.thisTrialN,p_trials.thisN,p_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,p_trials_2.thisRepN,p_trials_2.thisTrialN,p_trials_2.thisN,p_trials_2.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Intruduction.started,text_3.started,key_resp_2.started,Intruduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,self_other_instructions.started,text_4.started,key_resp_3.started,self_other_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,self_other_info.started,square_image.started,triangle_image.started,self_label.started,other_label.started,key_resp_4.started,text_5.started,self_other_info.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,self_other_starting_2.started,text_6.started,key_resp_5.started,self_other_starting_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice1.started,p_fication.started,p_fixation_3.started,p_text.started,key_resp_p.started,p_image.started,p_fication.stopped,p_fixation_3.stopped,p_text.stopped,p_image.stopped,key_resp_p.stopped,practice1.stopped,key_resp_p.keys,p_feedback.started,text_15.started,p_feedback.stopped,text_15.stopped,key_resp_p.rt,key_resp_p.duration,start2.started,start_2.started,key_resp_11.started,start2.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,trial.started,fixation.started,fixation_3.started,text.started,key_resp.started,image.started,fixation.stopped,fixation_3.stopped,text.stopped,image.stopped,key_resp.stopped,trial.stopped,key_resp.keys,feedback.started,text_2.started,text_2.stopped,feedback.stopped,key_resp.rt,key_resp.duration,break_3.started,text_13.started,text_14.started,key_resp_10.started,text_13.stopped,break_3.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,self_other_instructions_2.started,text_10.started,key_resp_7.started,self_other_instructions_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,self_other_intro_2.started,circle_image.started,diamond_image.started,Disgusting_self_lable.started,Desirable_self_lable.started,key_resp_8.started,text_11.started,self_other_intro_2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,self_other_starting_3.started,text_12.started,key_resp_9.started,self_other_starting_3.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,practice2.started,p_fixation_2.started,p_fixation_4.started,p_text_8.started,key_resp_6_p.started,p_image_2.started,p_fixation_2.stopped,p_fixation_4.stopped,p_text_8.stopped,p_image_2.stopped,key_resp_6_p.stopped,practice2.stopped,key_resp_6_p.keys,feedback_2_p.started,text_16.started,text_16.stopped,feedback_2_p.stopped,key_resp_6_p.rt,key_resp_6_p.duration,trial_2.started,fixation_2.started,fixation_4.started,text_8.started,key_resp_6.started,image_2.started,fixation_2.stopped,fixation_4.stopped,text_8.stopped,image_2.stopped,key_resp_6.stopped,trial_2.stopped,key_resp_6.keys,feedback_2.started,text_9.started,text_9.stopped,feedback_2.stopped,key_resp_6.rt,key_resp_6.duration,Thank_you.started,text_7.started,text_7.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
triangle.png,stranger,0,Z,,,,,1,2,6,3,,,,,,,,,,,,,125.13950509997085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.12342319998425,125.13950509997085,125.62324809993152,125.62324809993152,125.62324809993152,125.62324809993152,125.63967189996038,125.92323710001074,125.92323710001074,125.92323710001074,,126.69090940000024,z,126.69114889996126,126.7070208999794,127.69103729992639,127.7073967999313,1.0520756000187248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
square.png,you,0,Z,,,,,1,3,7,2,,,,,,,,,,,,,127.7073967999313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.69126380002126,127.7073967999313,128.19105989998206,128.19105989998206,128.19105989998206,128.19105989998206,128.2077245999826,128.4911737999646,128.4911737999646,128.4911737999646,,129.04211509996094,z,129.04236560000572,129.0579322000267,130.04245680000167,130.05868509993888,0.8429831999819726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
triangle.png,stranger,0,Z,,,,,2,0,8,3,,,,,,,,,,,,,130.05868509993888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0426993999863,130.05868509993888,130.542173899943,130.542173899943,130.542173899943,130.542173899943,130.55899029993452,130.84230769996066,130.84230769996066,130.84230769996066,131.64276770001743,131.62656000000425,None,131.62668749992736,131.64276770001743,132.62720260000788,132.6435265999753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
square.png,stranger,1,M,,,,,2,1,9,0,,,,,,,,,,,,,132.6435265999753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.62743350001983,132.6435265999753,133.14391600003,133.14391600003,133.14391600003,133.14391600003,133.14391600003,133.44379990000743,133.44379990000743,133.44379990000743,,134.0613990999991,m,134.06164019997232,134.07753359992057,135.06176840001717,135.0779513999587,0.9059396999655291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
triangle.png,you,1,M,,,,,2,2,10,1,,,,,,,,,,,,,135.0779513999587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.06199810002,135.0779513999587,135.56171649997123,135.56171649997123,135.56171649997123,135.56171649997123,135.57806430000346,135.86157710000407,135.86157710000407,135.86157710000407,,136.22929029993247,m,136.22953409992624,136.24512320000213,137.22934319998603,137.24574969999958,0.6594838000601158,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
square.png,you,0,Z,,,,,2,3,11,2,,,,,,,,,,,,,137.24574969999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.22957159997895,137.24574969999958,137.72929679998197,137.72929679998197,137.72929679998197,137.72929679998197,137.74597980000544,138.02946909994353,138.02946909994353,138.02946909994353,,138.34711570001673,z,138.34743439999875,138.36297969997395,139.34728019998875,139.3633921999717,0.6158193000592291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
square.png,stranger,1,M,,,,,3,0,12,0,,,,,,,,,,,,,139.3633921999717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.34750829997938,139.3633921999717,139.84743289998733,139.84743289998733,139.84743289998733,139.84743289998733,139.8638088000007,140.14708179992158,140.14708179992158,140.14708179992158,,140.91485689999536,m,140.9151057000272,140.9307339999359,141.91515709995292,141.9314348999178,1.0513166999444366,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
square.png,you,0,Z,,,,,3,1,13,2,,,,,,,,,,,,,141.9314348999178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.9153868999565,141.9314348999178,142.41519809991587,142.41519809991587,142.41519809991587,142.41519809991587,142.4316902999999,142.71517300000414,142.71517300000414,142.71517300000414,,143.28279530000873,z,143.2830377999926,143.29878089996055,144.2828597999178,144.2992717999732,0.8551682999823242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
triangle.png,stranger,0,Z,,,,,3,2,14,3,,,,,,,,,,,,,144.2992717999732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.28309229994193,144.2992717999732,144.78294850001112,144.78294850001112,144.78294850001112,144.78294850001112,144.79958350001834,145.08296399994288,145.08296399994288,145.08296399994288,,145.71750779997092,m,145.71774979995098,145.73330850002822,146.71759819996078,146.73400900000706,0.9229222999420017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
triangle.png,you,1,M,,,,,3,3,15,1,,,,,,,,,,,,,146.73400900000706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.71782819996588,146.73400900000706,147.21756080002524,147.21756080002524,147.21756080002524,147.21756080002524,147.2343723999802,147.51747399999294,147.51747399999294,147.51747399999294,,148.16862110001966,m,148.16886139998678,148.18470789992716,149.16879749996588,149.1852327999659,0.9372174999443814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_7,001,2024-11-28_13h32.31.371,untitled,2024.1.5,None,2024-11-28 13h32.45.696041 +0530,
