stimulus_b,label_b,is_match_b,shouldpress_b,stimulus_2b,label_2b,is_match_2b,shouldpress_2b,p_trials.thisRepN,p_trials.thisTrialN,p_trials.thisN,p_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,p_trials_2.thisRepN,p_trials_2.thisTrialN,p_trials_2.thisN,p_trials_2.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Intruduction.started,text_3.started,key_resp_2.started,Intruduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,self_other_instructions.started,text_4.started,key_resp_3.started,self_other_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,self_other_info.started,square_image.started,triangle_image.started,self_label.started,other_label.started,key_resp_4.started,text_5.started,self_other_info.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,self_other_starting_2.started,text_6.started,key_resp_5.started,self_other_starting_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,b1.started,p_fication.started,p_fixation_3.started,p_text.started,key_resp_p.started,p_image.started,p_fication.stopped,p_fixation_3.stopped,p_text.stopped,p_image.stopped,key_resp_p.stopped,b1.stopped,key_resp_p.keys,b_feedback.started,text_15.started,text_15.stopped,b_feedback.stopped,key_resp_p.rt,key_resp_p.duration,start2.started,start_2.started,key_resp_11.started,start2.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,break_3.started,text_13.started,text_14.started,key_resp_10.started,text_13.stopped,break_3.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,self_instructions_2.started,text_10.started,key_resp_7.started,self_instructions_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,self_intro_2.started,circle_image.started,diamond_image.started,Disgusting_self_lable.started,Desirable_self_lable.started,key_resp_8.started,text_11.started,self_intro_2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,self_starting_3.started,text_12.started,key_resp_9.started,self_starting_3.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,practice2.started,p_fixation_2.started,p_fixation_4.started,p_text_8.started,key_resp_6_p.started,p_image_2.started,p_fixation_2.stopped,p_fixation_4.stopped,p_text_8.stopped,p_image_2.stopped,practice2.stopped,key_resp_6_p.keys,key_resp_6_p.rt,key_resp_6_p.duration,feedback_2_p.started,text_16.started,text_16.stopped,feedback_2_p.stopped,key_resp_6_p.stopped,trial_2.started,fixation_2.started,fixation_4.started,text_8.started,key_resp_6.started,image_2.started,fixation_2.stopped,fixation_4.stopped,text_8.stopped,image_2.stopped,trial_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,feedback_2.started,text_9.started,text_9.stopped,feedback_2.stopped,key_resp_6.stopped,Thank_you.started,text_7.started,text_7.stopped,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
triangle.png,you,0,Z,,,,,,,,,20,1,81,3,,,,,,,,,300.15299480000976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.13700170000084,300.15299480000976,300.63676050002687,300.63676050002687,300.63676050002687,300.63676050002687,300.6533353999257,300.93654379993677,300.93654379993677,300.93654379993677,,301.537587699946,m,301.5380125999218,301.55374459992163,302.55429769994225,302.5377640000079,0.8871873000171036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,you,1,M,,,,,,,,,20,2,82,0,,,,,,,,,302.55429769994225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.5381158000091,302.55429769994225,303.0378443999216,303.0378443999216,303.0378443999216,303.0378443999216,303.0543632999761,303.33782419993076,303.33782419993076,303.33782419993076,,303.62214759993367,m,303.62256729998626,303.63785259996075,304.63855499995407,304.6226535999449,0.5771471000043675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,stranger,1,M,,,,,,,,,20,3,83,1,,,,,,,,,304.63855499995407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.6230033999309,304.63855499995407,305.12212750001345,305.12212750001345,305.12212750001345,305.12212750001345,305.13873899995815,305.4223460999783,305.4223460999783,305.4223460999783,,305.8231593000237,m,305.82357360003516,305.83927210001275,306.8397409999743,306.8234045000281,0.6975117999827489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,you,1,M,,,,,,,,,21,0,84,0,,,,,,,,,306.8397409999743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.8237522999989,306.8397409999743,307.3232836999232,307.3232836999232,307.3232836999232,307.3232836999232,307.34009770001285,307.6234987999778,307.6234987999778,307.6234987999778,,308.057694899966,m,308.05811859993264,308.0734678999288,309.07433039997704,309.0577522999374,0.7323230999754742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,stranger,0,Z,,,,,,,,,21,1,85,2,,,,,,,,,309.07433039997704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0581001000246,309.07433039997704,309.5577347999206,309.5577347999206,309.5577347999206,309.5577347999206,309.5744787999429,309.8577799999621,309.8577799999621,309.8577799999621,,310.12532560003456,z,310.12574549997225,310.14149079995696,311.1419275000226,311.1255508000031,0.5627940999111161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,stranger,1,M,,,,,,,,,21,2,86,1,,,,,,,,,311.1419275000226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.1258987999754,311.1419275000226,311.62560989998747,311.62560989998747,311.62560989998747,311.62560989998747,311.6420932000037,311.9257992999628,311.9257992999628,311.9257992999628,312.7260025999276,312.70987349993084,None,312.71006239997223,312.7260025999276,313.72640479996335,313.7102903999621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,you,0,Z,,,,,,,,,21,3,87,3,,,,,,,,,313.72640479996335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.71064629999455,313.72640479996335,314.2268948999699,314.2268948999699,314.2268948999699,314.2268948999699,314.2268948999699,314.52683500002604,314.52683500002604,314.52683500002604,,314.711111899931,m,314.7115357000148,314.72711530001834,315.72747099993285,315.7112594000064,0.4772952999919653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,you,0,Z,,,,,,,,,22,0,88,3,,,,,,,,,315.72747099993285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.7116109000053,315.72747099993285,316.2112693999661,316.2112693999661,316.2112693999661,316.2112693999661,316.2278932000045,316.51121639995836,316.51121639995836,316.51121639995836,,316.91214079991914,z,316.9125623999862,316.92832830001134,317.92882089992054,317.9125511000166,0.6956891000736505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,stranger,0,Z,,,,,,,,,22,1,89,2,,,,,,,,,317.92882089992054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.91290300001856,317.92882089992054,318.4125004999805,318.4125004999805,318.4125004999805,318.4125004999805,318.42912410001736,318.71235099993646,318.71235099993646,318.71235099993646,,319.21361769991927,z,319.2140414000023,319.22949870000593,320.2297670999542,320.21381620003376,0.7992516000522301,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,stranger,1,M,,,,,,,,,22,2,90,1,,,,,,,,,320.2297670999542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.21416269999463,320.2297670999542,320.71380199992564,320.71380199992564,320.71380199992564,320.71380199992564,320.73044459999073,321.0137387999566,321.0137387999566,321.0137387999566,,321.7647069999948,m,321.76512959995307,321.7808517999947,322.7813250999898,322.76504119997844,1.0451383999316022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,you,1,M,,,,,,,,,22,3,91,0,,,,,,,,,322.7813250999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.7653921999736,322.7813250999898,323.2650987999514,323.2650987999514,323.2650987999514,323.2650987999514,323.2814481999958,323.5650294999359,323.5650294999359,323.5650294999359,,323.9492564999964,m,323.9496718000155,323.9650115999393,324.9655676999828,324.94953729992267,0.6739333000732586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,you,0,Z,,,,,,,,,23,0,92,3,,,,,,,,,324.9655676999828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.94991750002373,324.9655676999828,325.44928409997374,325.44928409997374,325.44928409997374,325.44928409997374,325.4660887999926,325.7494615999749,325.7494615999749,325.7494615999749,,326.1171005999204,z,326.1175194999669,326.13288739998825,327.1333964000223,327.1172456999775,0.6615262000123039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,stranger,0,Z,,,,,,,,,23,1,93,2,,,,,,,,,327.1333964000223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.11759559996426,327.1333964000223,327.61733089992777,327.61733089992777,327.61733089992777,327.61733089992777,327.6337004000088,327.91709959995933,327.91709959995933,327.91709959995933,,328.6516809000168,m,328.6521027999697,328.6675754999742,329.6680046999827,329.65189859992824,1.0230686999857426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,stranger,1,M,,,,,,,,,23,2,94,1,,,,,,,,,329.6680046999827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.652250599931,329.6680046999827,330.1517723000143,330.1517723000143,330.1517723000143,330.1517723000143,330.16840900003444,330.4518817999633,330.4518817999633,330.4518817999633,,330.9529632999329,m,330.9533829999855,330.968654199969,331.9693805000279,331.95319010003004,0.792488000006415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,you,1,M,,,,,,,,,23,3,95,0,,,,,,,,,331.9693805000279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.9535358999856,331.9693805000279,332.45311220001895,332.45311220001895,332.45311220001895,332.45311220001895,332.4694202999817,332.75302800000645,332.75302800000645,332.75302800000645,,333.40415319998283,m,333.4045765999472,333.4202695999993,334.42080989992246,334.4044022000162,0.9469454999780282,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,you,0,Z,,,,,,,,,24,0,96,3,,,,,,,,,334.42080989992246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.4047514999984,334.42080989992246,334.9041819999693,334.9041819999693,334.9041819999693,334.9041819999693,334.92076649994124,335.20428009994794,335.20428009994794,335.20428009994794,,335.73865059996024,z,335.7390727000311,335.75445130001754,336.75492320000194,336.7390799999703,0.8282808000221848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,stranger,0,Z,,,,,,,,,24,1,97,2,,,,,,,,,336.75492320000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.739429499954,336.75492320000194,337.23864340002183,337.23864340002183,337.23864340002183,337.23864340002183,337.2553201999981,337.5386054000119,337.5386054000119,337.5386054000119,,338.0732463999884,z,338.0736693999497,338.0891842999263,339.089675599942,339.0734486000147,0.8326907999580726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,stranger,1,M,,,,,,,,,24,2,98,1,,,,,,,,,339.089675599942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.073792799958,339.089675599942,339.57323129998986,339.57323129998986,339.57323129998986,339.57323129998986,339.58959160000086,339.8730751000112,339.8730751000112,339.8730751000112,340.673634900013,340.6572772000218,None,340.6574696999742,340.673634900013,341.67429370002355,341.65801180002745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,you,1,M,,,,,,,,,24,3,99,0,,,,,,,,,341.67429370002355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.65836080000736,341.67429370002355,342.17449160001706,342.17449160001706,342.17449160001706,342.17449160001706,342.17449160001706,342.474664999987,342.474664999987,342.474664999987,,342.75879969995003,m,342.75922090001404,342.7748631000286,343.7752404999919,343.7592203000095,0.5683806999586523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,stranger,0,Z,,,,,,,,,25,0,100,2,,,,,,,,,343.7752404999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.7595713000046,343.7752404999919,344.2592921999749,344.2592921999749,344.2592921999749,344.2592921999749,344.2756242000032,344.55910690000746,344.55910690000746,344.55910690000746,,344.92657749995124,z,344.9270120000001,344.94260069995653,345.9432220000308,345.9267625999637,0.6604040999663994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,stranger,1,M,,,,,,,,,25,1,101,1,,,,,,,,,345.9432220000308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.927115199971,345.9432220000308,346.4267273999285,346.4267273999285,346.4267273999285,346.4267273999285,346.4436120999744,346.72682749992236,346.72682749992236,346.72682749992236,,347.344622900011,m,347.345047699986,347.36040150001645,348.3608626999194,348.34486259997357,0.9010421000421047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,you,0,Z,,,,,,,,,25,2,102,3,,,,,,,,,348.3608626999194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.3452111999504,348.3608626999194,348.84454910003114,348.84454910003114,348.84454910003114,348.84454910003114,348.8612665999681,349.14486539992504,349.14486539992504,349.14486539992504,349.94512319995556,349.9290070999414,None,349.9291971999919,349.94512319995556,350.9458373999223,350.9293410999235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,you,1,M,,,,,,,,,25,3,103,0,,,,,,,,,350.9458373999223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.9296835999703,350.9458373999223,351.4459344999632,351.4459344999632,351.4459344999632,351.4459344999632,351.4459344999632,351.7460365999723,351.7460365999723,351.7460365999723,,352.06376819999423,m,352.06418630003463,352.07968939992134,353.0801593000069,353.06387449998874,0.6063509000232443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,stranger,0,Z,,,,,,,,,26,0,104,2,,,,,,,,,353.0801593000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0642256999854,353.0801593000069,353.5640522999456,353.5640522999456,353.5640522999456,353.5640522999456,353.5802988000214,353.8638385999948,353.8638385999948,353.8638385999948,,354.2646425999701,z,354.2650570999831,354.28088219999336,355.2813004000345,355.2647855000105,0.6990139000117779,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,you,0,Z,,,,,,,,,26,1,105,3,,,,,,,,,355.2813004000345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.2651426999364,355.2813004000345,355.7650780000258,355.7650780000258,355.7650780000258,355.7650780000258,355.7813945999369,356.0648878000211,356.0648878000211,356.0648878000211,,356.73269520001486,z,356.73311639996246,356.7484974999679,357.74906479998026,357.73278109997045,0.9554411999415606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,stranger,1,M,,,,,,,,,26,2,106,1,,,,,,,,,357.74906479998026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.7331278999336,357.74906479998026,358.233114499948,358.233114499948,358.233114499948,358.233114499948,358.24943939992227,358.5329857999459,358.5329857999459,358.5329857999459,,359.167467799969,m,359.1678855000064,359.18312069994863,360.1838221999351,360.1676978999749,0.9271744000725448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,you,1,M,,,,,,,,,26,3,107,0,,,,,,,,,360.1838221999351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.16804829996545,360.1838221999351,360.6675542999292,360.6675542999292,360.6675542999292,360.6675542999292,360.6840276999865,360.9674909999594,360.9674909999594,360.9674909999594,,361.5853142000269,m,361.58573369996157,361.60105499997735,362.60159650002606,362.58549440000206,0.9072648999281228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,you,0,Z,,,,,,,,,27,0,108,3,,,,,,,,,362.60159650002606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.5858403999591,362.60159650002606,363.0853117000079,363.0853117000079,363.0853117000079,363.0853117000079,363.1019277999876,363.38552250002977,363.38552250002977,363.38552250002977,,364.0530712000327,z,364.05348999996204,364.06928569998126,365.0696801999584,365.05327109992504,0.9590081999776885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,stranger,1,M,,,,,,,,,27,1,109,1,,,,,,,,,365.0696801999584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0536189000122,365.0696801999584,365.55325220001396,365.55325220001396,365.55325220001396,365.55325220001396,365.5698782999534,365.8532953999238,365.8532953999238,365.8532953999238,366.65356629993767,366.637690500007,None,366.637908799923,366.65356629993767,367.6543419000227,367.63795250002295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,you,1,M,,,,,,,,,27,2,110,0,,,,,,,,,367.6543419000227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.63830719992984,367.6543419000227,368.15471509995405,368.15471509995405,368.15471509995405,368.15471509995405,368.15471509995405,368.4547778000124,368.4547778000124,368.4547778000124,,368.7390241000103,m,368.73944819997996,368.7547657999676,369.7553157999646,369.738915599999,0.5814748000120744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,stranger,0,Z,,,,,,,,,27,3,111,2,,,,,,,,,369.7553157999646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.73926890001167,369.7553157999646,370.2390307999449,370.2390307999449,370.2390307999449,370.2390307999449,370.2556751000229,370.53914899996016,370.53914899996016,370.53914899996016,,370.8900473000249,z,370.89047350001056,370.9058847000124,371.9063529999694,371.8901501999935,0.6373737000394613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,stranger,0,Z,,,,,,,,,28,0,112,2,,,,,,,,,371.9063529999694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.89049779996276,371.9063529999694,372.39011669997126,372.39011669997126,372.39011669997126,372.39011669997126,372.4067793999566,372.69004010001663,372.69004010001663,372.69004010001663,,373.3745243999874,m,373.3749408000149,373.3904316999251,374.39116090000607,374.3749906999292,0.9808976000640541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,stranger,1,M,,,,,,,,,28,1,113,1,,,,,,,,,374.39116090000607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.37533860001713,374.39116090000607,374.8746878999518,374.8746878999518,374.8746878999518,374.8746878999518,374.89130070002284,375.1746754000196,375.1746754000196,375.1746754000196,,375.6758639999898,z,375.6763328999514,375.69156990002375,376.6923741999781,376.67592449998483,0.7984338999958709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
triangle.png,you,0,Z,,,,,,,,,28,2,114,3,,,,,,,,,376.6923741999781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.6762750999769,376.6923741999781,377.17592940002214,377.17592940002214,377.17592940002214,377.17592940002214,377.19277560000774,377.47610029997304,377.47610029997304,377.47610029997304,,377.97702390002087,z,377.9774418999441,377.9932310000295,378.9934279000154,378.97742489993107,0.7998364999657497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
square.png,you,1,M,,,,,,,,,28,3,115,0,,,,,,,,,378.9934279000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.97780679992866,378.9934279000154,379.4772831000155,379.4772831000155,379.4772831000155,379.4772831000155,379.4936297999229,379.77725879999343,379.77725879999343,379.77725879999343,,380.47822910000104,m,380.4786508999532,380.494239200023,381.4947454999201,381.478403499932,0.9909746999619529,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_5,001,2024-11-28_11h35.19.028,untitled,2024.1.5,None,2024-11-28 11h35.31.908811 +0530,
